id,create_uid,create_date,write_date,write_uid,website,summary,name,author,icon,state,latest_version,shortdesc,category_id,description,application,demo,web,license,sequence,auto_install,to_buy,maintainer,published_version,url,contributors,menus_by_module,reports_by_module,views_by_module,module_type,imported
33,,,2024-04-18 07:56:51.447522,1,"","{""en_US"": """"}",base_automation,Odoo S.A.,/base/static/description/icon.png,installed,17.0.1.0,"{""en_US"": ""Automation Rules""}",9,"{""en_US"": ""\nThis module allows to implement automation rules for any object.\n================================================================\n\nUse automation rules to automatically trigger actions for various screens.\n\n**Example:** A lead created by a specific user may be automatically set to a specific\nSales Team, or an opportunity which still has status pending after 14 days might\ntrigger an automatic reminder email.\n""}",f,f,f,LGPL-3,100,f,f,,,,,Settings/Technical/Automation/Automation Rules,"","* INHERIT ir.actions.server.view.form.automation (form)
Automations (form)
base.automation.kanban (kanban)
base.automation.search (search)
base.automation.tree (tree)",official,
157,,,2024-04-18 10:43:23.662334,2,https://www.odoo.com/documentation/17.0/applications/finance/fiscal_localizations.html,"{""en_US"": """"}",l10n_ee,Odoo SA,/account/static/description/l10n.png,uninstalled,,"{""en_US"": ""Estonia - Accounting""}",40,"{""en_US"": ""\nThis is the base module to manage the accounting chart for Estonia in Odoo.\n""}",f,f,f,LGPL-3,100,f,f,,,,,"","","",official,
366,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": ""project profitability items computation""}",project_account,Odoo S.A.,/base/static/description/icon.png,installed,17.0.1.0,"{""en_US"": ""Project - Account""}",4,"{""en_US"": ""\nAllows the computation of some section for the project profitability\n==================================================================================================\nThis module allows the computation of the 'Vendor Bills', 'Other Costs' and 'Other Revenues' section for the project profitability, in the project update view.\n""}",f,f,f,LGPL-3,100,t,f,,,,,"","","* INHERIT account.analytic.line.graph (graph)
* INHERIT account.analytic.line.pivot (pivot)
* INHERIT project.project.form.view.account.inherit (form)
* INHERIT project.project.tree.view.account.inherit (tree)
* INHERIT project.sharing.project.task.form.view.account.inherit (form)
* INHERIT project.task.form.view.account.inherit (form)
* INHERIT project.task.tree.view.account.inherit (tree)",official,
457,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": ""Base Import Tests: Ensure Flow Robustness""}",test_base_import,Odoo S.A.,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""Test - Base Import""}",4,"{""en_US"": ""This module contains tests related to base import.""}",f,f,f,LGPL-3,3843,f,f,,,,,"","","",official,
469,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": """"}",test_inherit,Odoo S.A.,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""test-inherit""}",38,"{""en_US"": ""A module to verify the inheritance.""}",f,f,f,LGPL-3,100,f,f,,,,,"","","",official,
3,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": ""Check printing basic features""}",account_check_printing,Odoo S.A.,/account_check_printing/static/description/icon.png,uninstalled,,"{""en_US"": ""Check Printing Base""}",2,"{""en_US"": ""\nThis module offers the basic functionalities to make payments by printing checks.\nIt must be used as a dependency for modules that provide country-specific check templates.\nThe check settings are located in the accounting journals configuration page.\n""}",f,f,f,LGPL-3,100,f,f,,,,,"","","",official,
351,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": ""Addon for the Self Order App that allows customers to pay by Adyen.""}",pos_self_order_adyen,Odoo S.A.,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""POS Self Order Adyen""}",34,"{""en_US"": """"}",f,f,f,LGPL-3,100,t,f,,,,,"","","",official,
176,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": """"}",l10n_fr_pos_cert,Odoo S.A.,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""France - VAT Anti-Fraud Certification for Point of Sale (CGI 286 I-3 bis)""}",41,"{""en_US"": ""\nThis add-on brings the technical requirements of the French regulation CGI art. 286, I. 3° bis that stipulates certain criteria concerning the inalterability, security, storage and archiving of data related to sales to private individuals (B2C).\n-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------\n\nInstall it if you use the Point of Sale app to sell to individuals.\n\nThe module adds following features:\n\n    Inalterability: deactivation of all the ways to cancel or modify key data of POS orders, invoices and journal entries\n\n    Security: chaining algorithm to verify the inalterability\n\n    Storage: automatic sales closings with computation of both period and cumulative totals (daily, monthly, annually)\n\n    Access to download the mandatory Certificate of Conformity delivered by Odoo SA (only for Odoo Enterprise users)\n""}",f,f,f,LGPL-3,100,t,f,,,,,"","","",official,
481,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": """"}",test_new_api,Odoo S.A.,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""Test API""}",38,"{""en_US"": ""A module to test the API.""}",f,f,f,LGPL-3,100,f,f,,,,,"","","",official,
276,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": """"}",mass_mailing_slides,Odoo S.A.,/base/static/description/icon.png,installed,17.0.1.0,"{""en_US"": ""Mass mailing on course members""}",4,"{""en_US"": ""\nMass mail course members\n========================\n\nBridge module adding UX requirements to ease mass mailing of course members.\n""}",f,f,f,LGPL-3,100,t,f,,,,,"","","* INHERIT slide.channel.view.form.inherit.mass.mailing (form)
* INHERIT slide.channel.view.kanban.inherit.mass.mailing (kanban)",official,
417,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": ""Spreadsheet""}",spreadsheet_dashboard_event_sale,Odoo S.A.,/base/static/description/icon.png,installed,17.0.1.0,"{""en_US"": ""Spreadsheet dashboard for events""}",4,"{""en_US"": ""Spreadsheet""}",f,f,f,LGPL-3,100,t,f,,,,,"","","",official,
185,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": """"}",l10n_hr_kuna,OpenERP Croatian Community,/account/static/description/l10n.png,uninstalled,,"{""en_US"": ""Croatia - Accounting (Kuna)""}",40,"{""en_US"": ""\nCroatian localisation.\n======================\n\nAuthor: Goran Kliska, Slobodni programi d.o.o., Zagreb\n        https://www.slobodni-programi.hr\n\nContributions:\n  Tomislav Bošnjaković, Storm Computers: tipovi konta\n  Ivan Vađić, Slobodni programi: tipovi konta\n\nDescription:\n\nCroatian Chart of Accounts (RRIF ver.2012)\n\nRRIF-ov računski plan za poduzetnike za 2012.\nVrste konta\nKontni plan prema RRIF-u, dorađen u smislu kraćenja naziva i dodavanja analitika\nPorezne grupe prema poreznoj prijavi\nPorezi PDV obrasca\nOstali porezi\nOsnovne fiskalne pozicije\n\nIzvori podataka:\n https://www.rrif.hr/dok/preuzimanje/rrif-rp2011.rar\n https://www.rrif.hr/dok/preuzimanje/rrif-rp2012.rar\n\n""}",f,f,f,LGPL-3,100,f,f,,,,,"","","",official,
229,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": ""Be able to see Identification Type in ecommerce checkout form.""}",l10n_pe_website_sale,"Vauxoo, Odoo",/base/static/description/icon.png,uninstalled,,"{""en_US"": ""Peruvian eCommerce""}",42,"{""en_US"": """"}",f,f,f,LGPL-3,100,t,f,,,,,"","","",official,
129,,,2024-04-18 10:43:23.662334,2,https://www.odoo.com/documentation/17.0/applications/finance/fiscal_localizations.html,"{""en_US"": """"}",l10n_bo,Odoo / Cubic ERP,/account/static/description/l10n.png,uninstalled,,"{""en_US"": ""Bolivia - Accounting""}",40,"{""en_US"": ""\nBolivian accounting chart and tax localization.\n\nPlan contable boliviano e impuestos de acuerdo a disposiciones vigentes\n\n""}",f,f,f,LGPL-3,100,f,f,,,,,"","","",official,
538,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": ""Website Module for Mail""}",website_mail,Odoo S.A.,/base/static/description/icon.png,installed,17.0.0.1,"{""en_US"": ""Website Mail""}",4,"{""en_US"": ""\nModule holding mail improvements for website. It holds the follow widget.\n""}",f,f,f,LGPL-3,100,t,f,,,,,"","",follow (qweb),official,
162,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": """"}",l10n_es_edi_facturae_adm_centers,Odoo S.A.,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""Spain - Facturae EDI - Administrative Centers Patch""}",45,"{""en_US"": ""\nPatch module to fix the missing Administrative Centers in the Facturae EDI.\n""}",f,f,f,LGPL-3,100,t,f,,,,,"","","",official,
216,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": """"}",l10n_ma,Odoo SA,/account/static/description/l10n.png,uninstalled,,"{""en_US"": ""Morocco - Accounting""}",40,"{""en_US"": ""\nThis is the base module to manage the accounting chart for Morocco.\n\nThis module has been built with the help of Caudigef.\n""}",f,f,f,LGPL-3,100,f,f,,,,,"","","",official,
109,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": ""Web Routing""}",http_routing,Odoo S.A.,/base/static/description/icon.png,installed,17.0.1.0,"{""en_US"": ""Web Routing""}",4,"{""en_US"": ""\nProposes advanced routing options not available in web or base to keep\nbase modules simple.\n""}",f,f,f,LGPL-3,9100,f,f,,,,,"","","* INHERIT res.lang.form.http_routing.inherit (form)
* INHERIT res.lang.tree.model.inherit (tree)
400 (qweb)
403 (qweb)
500 (qweb)
HTTP Error (qweb)
Page Not Found (qweb)
error_message (qweb)
http_error_debug (qweb)",official,
350,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": ""Addon for the POS App that allows customers to view the menu on their smartphone.""}",pos_self_order,Odoo S.A.,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""POS Self Order""}",34,"{""en_US"": """"}",f,f,f,LGPL-3,100,t,f,,,,,"","","",official,
355,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": ""Integrate your POS with a Six payment terminal""}",pos_six,Odoo S.A.,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""POS Six""}",34,"{""en_US"": """"}",f,f,f,LGPL-3,6,f,f,,,,,"","","",official,
426,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": ""Spreadsheet""}",spreadsheet_dashboard_stock_account,Odoo S.A.,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""Spreadsheet dashboard for stock""}",4,"{""en_US"": ""Spreadsheet""}",f,f,f,LGPL-3,100,t,f,,,,,"","","",official,
210,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": ""LATAM Identification Types""}",l10n_latam_base,"Odoo S.A., ADHOC SA",/base/static/description/icon.png,uninstalled,,"{""en_US"": ""LATAM Localization Base""}",39,"{""en_US"": ""\nAdd a new model named \""Identification Type\"" that extend the vat field functionality in the partner and let the user to identify (an eventually invoice) to contacts not only with their fiscal tax ID (VAT) but with other types of identifications like national document, passport, foreign ID, etc. With this module installed you will see now in the partner form view two fields:\n\n* Identification Type\n* Identification Number\n\nThis behavior is a common requirement for some latam countries like Argentina and Chile. If your localization has this requirements then you need to depend on this module and define in your localization module the identifications types that are used in your country. Generally these types of identifications are defined by the government authorities that regulate the fiscal operations. For example:\n\n* AFIP in Argentina defines DNI, CUIT (vat for legal entities), CUIL (vat for natural person), and another 80 valid identification types.\n\nEach identification holds this information:\n\n* name: short name of the identification\n* description: could be the same short name or a long name\n* country_id: the country where this identification belongs\n* is_vat: identify this record as the corresponding VAT for the specific country.\n* sequence: let us to sort the identification types depending on the ones that are most used.\n* active: we can activate/inactivate identifications to make it easier to our customers\n\nIn order to make this module compatible for multi-company environments where we have companies that does not need/support this requirement, we have added generic identification types and generic rules to manage the contact information and make it transparent for the user when only use the VAT as we formerly know.\n\nGeneric Identifications:\n\n* VAT: The Fiscal Tax Identification or VAT number, by default will be selected as identification type so the user will only need to add the related vat number.\n* Passport\n* Foreign ID (Foreign National Document)\n\nRules when creating a new partner: We will only see the identification types that are meaningful, taking into account these rules:\n\n* If the partner have not country address set: Will show the generic identification types plus the ones defined in the partner's related company country (If the partner has not specific company then will show the identification types related to the current user company)\n\n* If the partner has country address: will show the generic identification types plus the ones defined for the country of the partner.\n\nWhen creating a new company, will set to the related partner always the related country is_vat identification type.\n\nAll the defined identification types can be reviewed and activate/deactivate in \""Contacts / Configuration / Identification Type\"" menu.\n\nThis module is compatible with base_vat module in order to be able to validate VAT numbers for each country that have or not have the possibility to manage multiple identification types.\n""}",f,f,f,LGPL-3,14,f,f,,,,,"","","",official,
