id,visitor_id,page_id,url,visit_datetime,product_id
137,138,4,http://127.0.0.1:8069/,2024-04-22 14:58:05.322125,
138,136,4,http://127.0.0.1:8069/,2024-04-22 15:28:18.753346,
139,136,4,http://127.0.0.1:8069/,2024-04-23 04:47:16.242049,
140,142,4,http://127.0.0.1:8069/,2024-04-23 06:43:21.876654,
141,142,4,http://127.0.0.1:8069/,2024-04-23 06:45:04.64711,
142,142,4,http://127.0.0.1:8069/,2024-04-23 06:45:26.109225,
143,142,4,http://127.0.0.1:8069/,2024-04-23 07:38:35.633927,
144,146,4,http://127.0.0.1:8069/,2024-04-23 07:38:40.730676,
145,147,4,http://127.0.0.1:8069/,2024-04-23 09:01:03.43111,
146,148,4,http://127.0.0.1:8069/,2024-04-23 09:26:21.881212,
147,146,4,http://127.0.0.1:8069/,2024-04-23 10:14:50.3971,
148,142,,http://127.0.0.1:8069/event,2024-04-23 10:31:58.31156,
149,142,,http://127.0.0.1:8069/event,2024-04-23 10:32:00.261792,
150,142,3,http://127.0.0.1:8069/contactus,2024-04-23 10:32:03.653874,
151,142,4,http://127.0.0.1:8069/,2024-04-24 05:27:47.767804,
152,142,4,http://127.0.0.1:8069/,2024-04-24 05:27:53.617287,
153,142,4,http://127.0.0.1:8069/,2024-04-24 08:22:31.635979,
154,142,4,http://127.0.0.1:8069/,2024-04-24 08:24:12.278543,
