id,sequence,parent_id,create_uid,write_uid,parent_path,web_icon,action,name,active,create_date,write_date
220,1,217,1,1,217/220/,,"ir.actions.act_window,279","{""en_US"": ""Participations""}",t,2024-04-18 07:41:14.668723,2024-04-18 07:41:14.668723
280,3,276,1,1,273/276/280/,,"ir.actions.act_window,409","{""en_US"": ""Event Tags Categories""}",t,2024-04-18 07:46:39.43159,2024-04-18 07:46:39.43159
221,2,218,1,1,217/218/221/,,"ir.actions.act_window,281","{""en_US"": ""Questions""}",t,2024-04-18 07:41:14.668723,2024-04-18 07:41:14.668723
222,3,218,1,1,217/218/222/,,"ir.actions.act_window,282","{""en_US"": ""Suggested Values""}",t,2024-04-18 07:41:14.668723,2024-04-18 07:41:14.668723
284,55,,1,1,284/,"account,static/description/icon.png",,"{""en_US"": ""Invoicing""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
223,4,218,1,1,217/218/223/,,"ir.actions.act_window,280","{""en_US"": ""Detailed Answers""}",t,2024-04-18 07:41:14.668723,2024-04-18 07:41:14.668723
224,100,118,1,1,111/118/224/,,,"{""en_US"": ""Challenges""}",t,2024-04-18 07:41:16.983829,2024-04-18 07:41:16.983829
285,1,284,1,1,284/285/,,"ir.actions.act_window,484","{""en_US"": ""Dashboard""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
225,10,224,1,1,111/118/224/225/,,"ir.actions.act_window,266","{""en_US"": ""Badges""}",t,2024-04-18 07:41:16.983829,2024-04-18 07:41:16.983829
226,10,224,1,1,111/118/224/226/,,"ir.actions.act_window,286","{""en_US"": ""Challenges""}",t,2024-04-18 07:41:16.983829,2024-04-18 07:41:16.983829
227,10,224,1,1,111/118/224/227/,,"ir.actions.act_window,285","{""en_US"": ""Goals History""}",t,2024-04-18 07:41:16.983829,2024-04-18 07:41:16.983829
228,20,116,1,1,111/116/228/,,"ir.actions.act_window,287","{""en_US"": ""Certifications""}",t,2024-04-18 07:41:18.048211,2024-04-18 07:41:18.048211
229,115,,1,1,229/,"mass_mailing,static/description/icon.png",,"{""en_US"": ""Email Marketing""}",t,2024-04-18 07:41:18.402745,2024-04-18 07:41:18.402745
230,1,229,1,1,229/230/,,"ir.actions.act_window,301","{""en_US"": ""Mailings""}",t,2024-04-18 07:41:18.402745,2024-04-18 07:41:18.402745
231,2,229,1,1,229/231/,,,"{""en_US"": ""Mailing Lists""}",t,2024-04-18 07:41:18.402745,2024-04-18 07:41:18.402745
232,1,231,1,1,229/231/232/,,"ir.actions.act_window,300","{""en_US"": ""Mailing Lists""}",t,2024-04-18 07:41:18.402745,2024-04-18 07:41:18.402745
233,2,231,1,1,229/231/233/,,"ir.actions.act_window,299","{""en_US"": ""Mailing List Contacts""}",t,2024-04-18 07:41:18.402745,2024-04-18 07:41:18.402745
234,3,229,1,1,229/234/,,"ir.actions.act_window,308","{""en_US"": ""Campaigns""}",t,2024-04-18 07:41:18.402745,2024-04-18 07:41:18.402745
235,90,229,1,1,229/235/,,,"{""en_US"": ""Reporting""}",t,2024-04-18 07:41:18.402745,2024-04-18 07:41:18.402745
236,1,235,1,1,229/235/236/,,"ir.actions.act_window,295","{""en_US"": ""Mass Mailing Analysis""}",t,2024-04-18 07:41:18.402745,2024-04-18 07:41:18.402745
237,2,235,1,1,229/235/237/,,"ir.actions.act_window,305","{""en_US"": ""Optout""}",t,2024-04-18 07:41:18.402745,2024-04-18 07:41:18.402745
238,100,229,1,1,229/238/,,,"{""en_US"": ""Configuration""}",t,2024-04-18 07:41:18.402745,2024-04-18 07:41:18.402745
239,0,238,1,1,229/238/239/,,"ir.actions.act_window,307","{""en_US"": ""Settings""}",t,2024-04-18 07:41:18.402745,2024-04-18 07:41:18.402745
240,1,238,1,1,229/238/240/,,"ir.actions.act_window,97","{""en_US"": ""Campaign Stages""}",t,2024-04-18 07:41:18.402745,2024-04-18 07:41:18.402745
241,2,238,1,1,229/238/241/,,"ir.actions.act_window,98","{""en_US"": ""Campaign Tags""}",t,2024-04-18 07:41:18.402745,2024-04-18 07:41:18.402745
242,10,238,1,1,229/238/242/,,"ir.actions.act_window,273","{""en_US"": ""Link Tracker""}",t,2024-04-18 07:41:18.402745,2024-04-18 07:41:18.402745
243,20,238,1,1,229/238/243/,,"ir.actions.act_window,140","{""en_US"": ""Blacklisted Email Addresses""}",t,2024-04-18 07:41:18.402745,2024-04-18 07:41:18.402745
244,21,238,1,1,229/238/244/,,"ir.actions.act_window,306","{""en_US"": ""Optout Reasons""}",t,2024-04-18 07:41:18.402745,2024-04-18 07:41:18.402745
245,30,238,1,1,229/238/245/,,"ir.actions.act_window,296","{""en_US"": ""Favorite Filters""}",t,2024-04-18 07:41:18.402745,2024-04-18 07:41:18.402745
246,4,8,1,1,1/8/246/,,,"{""en_US"": ""Mass Mailing""}",t,2024-04-18 07:41:18.402745,2024-04-18 07:41:18.402745
247,2,246,1,1,1/8/246/247/,,"ir.actions.act_window,297","{""en_US"": ""Mailing Traces""}",t,2024-04-18 07:41:18.402745,2024-04-18 07:41:18.402745
248,70,,1,1,248/,"project,static/description/icon.png",,"{""en_US"": ""Project""}",t,2024-04-18 07:41:22.122125,2024-04-18 07:41:22.122125
249,1,248,1,1,248/249/,,"ir.actions.act_window,323","{""en_US"": ""Projects""}",t,2024-04-18 07:41:22.122125,2024-04-18 07:41:22.122125
250,1,248,1,1,248/250/,,"ir.actions.act_window,324","{""en_US"": ""Projects""}",t,2024-04-18 07:41:22.122125,2024-04-18 07:41:22.122125
251,2,248,1,1,248/251/,,,"{""en_US"": ""Tasks""}",t,2024-04-18 07:41:22.122125,2024-04-18 07:41:22.122125
252,1,251,1,1,248/251/252/,,"ir.actions.server,334","{""en_US"": ""My Tasks""}",t,2024-04-18 07:41:22.122125,2024-04-18 07:41:22.122125
253,2,251,1,1,248/251/253/,,"ir.actions.act_window,333","{""en_US"": ""All Tasks""}",t,2024-04-18 07:41:22.122125,2024-04-18 07:41:22.122125
254,99,248,1,1,248/254/,,,"{""en_US"": ""Reporting""}",t,2024-04-18 07:41:22.122125,2024-04-18 07:41:22.122125
255,10,254,1,1,248/254/255/,,"ir.actions.act_window,348","{""en_US"": ""Tasks Analysis""}",t,2024-04-18 07:41:22.122125,2024-04-18 07:41:22.122125
256,51,254,1,1,248/254/256/,,"ir.actions.act_window,312","{""en_US"": ""Customer Ratings""}",t,2024-04-18 07:41:22.122125,2024-04-18 07:41:22.122125
257,100,248,1,1,248/257/,,,"{""en_US"": ""Configuration""}",t,2024-04-18 07:41:22.122125,2024-04-18 07:41:22.122125
258,0,257,1,1,248/257/258/,,"ir.actions.act_window,342","{""en_US"": ""Settings""}",t,2024-04-18 07:41:22.122125,2024-04-18 07:41:22.122125
259,5,257,1,1,248/257/259/,,"ir.actions.act_window,326","{""en_US"": ""Projects""}",t,2024-04-18 07:41:22.122125,2024-04-18 07:41:22.122125
444,10,184,1,1,170/184/444/,,"ir.actions.act_window,597","{""en_US"": ""Fees Analysis""}",t,2024-04-18 07:57:33.94017,2024-04-18 07:57:33.94017
260,5,257,1,1,248/257/260/,,"ir.actions.act_window,325","{""en_US"": ""Projects""}",t,2024-04-18 07:41:22.122125,2024-04-18 07:41:22.122125
286,2,284,1,1,284/286/,,,"{""en_US"": ""Customers""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
261,9,257,1,1,248/257/261/,,"ir.actions.act_window,314","{""en_US"": ""Project Stages""}",t,2024-04-18 07:41:22.122125,2024-04-18 07:41:22.122125
262,10,257,1,1,248/257/262/,,"ir.actions.act_window,318","{""en_US"": ""Task Stages""}",t,2024-04-18 07:41:22.122125,2024-04-18 07:41:22.122125
287,1,286,1,1,284/286/287/,,"ir.actions.act_window,449","{""en_US"": ""Invoices""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
263,10,257,1,1,248/257/263/,,"ir.actions.act_window,341","{""en_US"": ""Tags""}",t,2024-04-18 07:41:22.122125,2024-04-18 07:41:22.122125
445,27,,1,1,445/,"tarcin_admission,static/description/icon.png",,"{""en_US"": ""Admissions""}",t,2024-04-18 07:57:36.231095,2024-04-18 07:57:36.231095
264,10,257,1,1,248/257/264/,,"ir.actions.act_window,345","{""en_US"": ""Activity Types""}",t,2024-04-18 07:41:22.122125,2024-04-18 07:41:22.122125
288,2,286,1,1,284/286/288/,,"ir.actions.act_window,450","{""en_US"": ""Credit Notes""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
265,10,257,1,1,248/257/265/,,"ir.actions.act_window,343","{""en_US"": ""Activity Plans""}",t,2024-04-18 07:41:22.122125,2024-04-18 07:41:22.122125
266,10,,1,1,266/,"project_todo,static/description/icon.png","ir.actions.server,353","{""en_US"": ""To-do""}",t,2024-04-18 07:41:27.909977,2024-04-18 07:41:27.909977
289,3,286,1,1,284/286/289/,,"ir.actions.act_window,455","{""en_US"": ""Receipts""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
267,25,151,1,1,146/147/151/267/,,"ir.actions.client,216","{""en_US"": ""Link Tracker""}",t,2024-04-18 07:41:28.867552,2024-04-18 07:41:28.867552
446,10,445,1,1,445/446/,,,"{""en_US"": ""Admissions""}",t,2024-04-18 07:57:36.231095,2024-04-18 07:57:36.231095
268,10,192,1,1,190/192/268/,,"ir.actions.act_window,356","{""en_US"": ""Activity Logs""}",t,2024-04-18 07:41:54.831853,2024-04-18 07:41:54.831853
290,10,286,1,1,284/286/290/,,"ir.actions.act_window,453","{""en_US"": ""Amounts to Settle""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
269,10,183,1,1,170/174/183/269/,,"ir.actions.act_window,357","{""en_US"": ""Activity Types""}",t,2024-04-18 07:41:54.831853,2024-04-18 07:41:54.831853
270,30,173,1,1,170/173/270/,,"ir.actions.act_window,355","{""en_US"": ""Student Migration""}",t,2024-04-18 07:41:54.831853,2024-04-18 07:41:54.831853
291,15,286,1,1,284/286/291/,,"ir.actions.act_window,425","{""en_US"": ""Payments""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
447,10,446,1,1,445/446/447/,,"ir.actions.act_window,600","{""en_US"": ""Admission Registers""}",t,2024-04-18 07:57:36.231095,2024-04-18 07:57:36.231095
292,100,286,1,1,284/286/292/,,"ir.actions.act_window,473","{""en_US"": ""Products""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
293,110,286,1,1,284/286/293/,,"ir.actions.act_window,482","{""en_US"": ""Customers""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
448,20,446,1,1,445/446/448/,,"ir.actions.act_window,601","{""en_US"": ""Applications""}",t,2024-04-18 07:57:36.231095,2024-04-18 07:57:36.231095
294,3,284,1,1,284/294/,,,"{""en_US"": ""Vendors""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
295,1,294,1,1,284/294/295/,,"ir.actions.act_window,451","{""en_US"": ""Bills""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
449,50,445,1,1,445/449/,,,"{""en_US"": ""Reports""}",t,2024-04-18 07:57:36.231095,2024-04-18 07:57:36.231095
296,2,294,1,1,284/294/296/,,"ir.actions.act_window,452","{""en_US"": ""Refunds""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
297,3,294,1,1,284/294/297/,,"ir.actions.act_window,456","{""en_US"": ""Receipts""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
450,30,449,1,1,445/449/450/,,"ir.actions.act_window,603","{""en_US"": ""Admission Report""}",t,2024-04-18 07:57:36.231095,2024-04-18 07:57:36.231095
298,10,294,1,1,284/294/298/,,"ir.actions.act_window,454","{""en_US"": ""Amounts to Settle""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
299,20,294,1,1,284/294/299/,,"ir.actions.act_window,426","{""en_US"": ""Payments""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
451,20,181,1,1,170/174/181/451/,,"ir.actions.act_window,604","{""en_US"": ""Facilities""}",t,2024-04-18 07:58:26.52607,2024-04-18 07:58:26.52607
300,80,294,1,1,284/294/300/,,"ir.actions.act_window,471","{""en_US"": ""Bank Accounts""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
301,100,294,1,1,284/294/301/,,"ir.actions.act_window,474","{""en_US"": ""Products""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
452,30,174,1,1,170/174/452/,,,"{""en_US"": ""Class Room Management""}",t,2024-04-18 07:58:28.113643,2024-04-18 07:58:28.113643
302,200,294,1,1,284/294/302/,,"ir.actions.act_window,483","{""en_US"": ""Vendors""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
303,4,284,1,1,284/303/,,,"{""en_US"": ""Accounting""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
453,10,452,1,1,170/174/452/453/,,"ir.actions.act_window,605","{""en_US"": ""Class Rooms""}",t,2024-04-18 07:58:28.113643,2024-04-18 07:58:28.113643
304,1,303,1,1,284/303/304/,,,"{""en_US"": ""Journals""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
305,1,304,1,1,284/303/304/305/,,"ir.actions.act_window,448","{""en_US"": ""Journal Entries""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
454,28,,1,1,454/,"tarcin_timetable,static/description/icon.png",,"{""en_US"": ""TimeTables""}",t,2024-04-18 07:58:28.826074,2024-04-18 07:58:28.826074
306,10,304,1,1,284/303/304/306/,,"ir.actions.act_window,447","{""en_US"": ""Journal Items""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
307,10,303,1,1,284/303/307/,,,"{""en_US"": ""Management""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
455,10,454,1,1,454/455/,,"ir.actions.act_window,606","{""en_US"": ""Timetable""}",t,2024-04-18 07:58:28.826074,2024-04-18 07:58:28.826074
308,50,307,1,1,284/303/307/308/,,"ir.actions.act_window,255","{""en_US"": ""Analytic Items""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
309,10,303,1,1,284/303/309/,,,"{""en_US"": ""Generate Entries""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
456,40,454,1,1,454/456/,,,"{""en_US"": ""Configuration""}",t,2024-04-18 07:58:28.826074,2024-04-18 07:58:28.826074
310,11,303,1,1,284/303/310/,,,"{""en_US"": ""Actions""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
457,20,456,1,1,454/456/457/,,"ir.actions.act_window,610","{""en_US"": ""Generate Timetable""}",t,2024-04-18 07:58:28.826074,2024-04-18 07:58:28.826074
458,30,456,1,1,454/456/458/,,"ir.actions.act_window,611","{""en_US"": ""Generate Timetable Report""}",t,2024-04-18 07:58:28.826074,2024-04-18 07:58:28.826074
459,29,,1,1,459/,"tarcin_attendance,static/description/icon.png",,"{""en_US"": "" Attendances""}",t,2024-04-18 07:58:30.524114,2024-04-18 07:58:30.524114
460,10,459,1,1,459/460/,,,"{""en_US"": ""Attendance""}",t,2024-04-18 07:58:30.524114,2024-04-18 07:58:30.524114
461,10,460,1,1,459/460/461/,,"ir.actions.act_window,614","{""en_US"": ""Registers""}",t,2024-04-18 07:58:30.524114,2024-04-18 07:58:30.524114
462,20,460,1,1,459/460/462/,,"ir.actions.act_window,615","{""en_US"": ""Sheets""}",t,2024-04-18 07:58:30.524114,2024-04-18 07:58:30.524114
313,1,312,1,1,284/311/312/313/,,"ir.actions.act_window,477","{""en_US"": ""Invoice Analysis""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
314,10,312,1,1,284/311/312/314/,,"ir.actions.act_window,475","{""en_US"": ""Analytic Reporting""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
463,30,460,1,1,459/460/463/,,"ir.actions.act_window,616","{""en_US"": ""Attendance Lines""}",t,2024-04-18 07:58:30.524114,2024-04-18 07:58:30.524114
315,1,311,1,1,284/311/315/,,,"{""en_US"": ""Statement Reports""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
316,35,284,1,1,284/316/,,,"{""en_US"": ""Configuration""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
464,40,459,1,1,459/464/,,,"{""en_US"": ""Configuration""}",t,2024-04-18 07:58:30.524114,2024-04-18 07:58:30.524114
317,0,316,1,1,284/316/317/,,"ir.actions.act_window,480","{""en_US"": ""Settings""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
318,1,316,1,1,284/316/318/,,,"{""en_US"": ""Invoicing""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
465,30,464,1,1,459/464/465/,,"ir.actions.act_window,617","{""en_US"": ""Attendance Type""}",t,2024-04-18 07:58:30.524114,2024-04-18 07:58:30.524114
319,1,318,1,1,284/316/318/319/,,"ir.actions.act_window,469","{""en_US"": ""Payment Terms""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
320,3,318,1,1,284/316/318/320/,,"ir.actions.act_window,487","{""en_US"": ""Incoterms""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
466,31,,1,1,466/,"tarcin_exam,static/description/icon.png",,"{""en_US"": ""Exams""}",t,2024-04-18 07:58:48.811597,2024-04-18 07:58:48.811597
321,2,316,1,1,284/316/321/,,,"{""en_US"": ""Banks""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
322,1,321,1,1,284/316/321/322/,,"ir.actions.server,470","{""en_US"": ""Add a Bank Account""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
467,10,466,1,1,466/467/,,,"{""en_US"": ""Exams""}",t,2024-04-18 07:58:48.811597,2024-04-18 07:58:48.811597
323,3,321,1,1,284/316/321/323/,,"ir.actions.act_window,466","{""en_US"": ""Reconciliation Models""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
324,3,316,1,1,284/316/324/,,,"{""en_US"": ""Accounting""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
325,1,324,1,1,284/316/324/325/,,"ir.actions.act_window,460","{""en_US"": ""Chart of Accounts""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
326,2,324,1,1,284/316/324/326/,,"ir.actions.act_window,467","{""en_US"": ""Taxes""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
327,3,324,1,1,284/316/324/327/,,"ir.actions.act_window,462","{""en_US"": ""Journals""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
328,4,324,1,1,284/316/324/328/,,,"{""en_US"": ""Reporting""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
329,4,324,1,1,284/316/324/329/,,"ir.actions.act_window,66","{""en_US"": ""Currencies""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
330,5,324,1,1,284/316/324/330/,,"ir.actions.act_window,481","{""en_US"": ""Fiscal Positions""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
331,7,324,1,1,284/316/324/331/,,"ir.actions.act_window,463","{""en_US"": ""Journal Groups""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
332,8,324,1,1,284/316/324/332/,,"ir.actions.act_window,468","{""en_US"": ""Tax Groups""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
333,4,316,1,1,284/316/333/,,,"{""en_US"": ""Online Payments""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
334,5,316,1,1,284/316/334/,,,"{""en_US"": ""Management""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
335,3,334,1,1,284/316/334/335/,,"ir.actions.act_window,369","{""en_US"": ""Product Categories""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
336,4,334,1,1,284/316/334/336/,,"ir.actions.act_window,478","{""en_US"": ""Cash Roundings""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
337,6,316,1,1,284/316/337/,,,"{""en_US"": ""Analytic Accounting""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
338,1,337,1,1,284/316/337/338/,,"ir.actions.act_window,259","{""en_US"": ""Analytic Distribution Models""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
339,1,337,1,1,284/316/337/339/,,"ir.actions.act_window,257","{""en_US"": ""Analytic Accounts""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
340,2,337,1,1,284/316/337/340/,,"ir.actions.act_window,258","{""en_US"": ""Analytic Plans""}",t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
341,240,,1,1,341/,"im_livechat,static/description/icon.png",,"{""en_US"": ""Live Chat""}",t,2024-04-18 07:47:00.687459,2024-04-18 07:47:00.687459
342,5,341,1,1,341/342/,,"ir.actions.act_window,494","{""en_US"": ""Channels""}",t,2024-04-18 07:47:00.687459,2024-04-18 07:47:00.687459
343,50,341,1,1,341/343/,,,"{""en_US"": ""Report""}",t,2024-04-18 07:47:00.687459,2024-04-18 07:47:00.687459
344,5,343,1,1,341/343/344/,,"ir.actions.act_window,492","{""en_US"": ""Sessions History""}",t,2024-04-18 07:47:00.687459,2024-04-18 07:47:00.687459
345,40,343,1,1,341/343/345/,,"ir.actions.act_window,491","{""en_US"": ""Customer Ratings""}",t,2024-04-18 07:47:00.687459,2024-04-18 07:47:00.687459
346,55,341,1,1,341/346/,,,"{""en_US"": ""Configuration""}",t,2024-04-18 07:47:00.687459,2024-04-18 07:47:00.687459
347,15,346,1,1,341/346/347/,,"ir.actions.act_window,120","{""en_US"": ""Canned Responses""}",t,2024-04-18 07:47:00.687459,2024-04-18 07:47:00.687459
348,20,346,1,1,341/346/348/,,"ir.actions.act_window,489","{""en_US"": ""Chatbots""}",t,2024-04-18 07:47:00.687459,2024-04-18 07:47:00.687459
349,10,343,1,1,341/343/349/,,"ir.actions.act_window,495","{""en_US"": ""Session Statistics""}",t,2024-04-18 07:47:00.687459,2024-04-18 07:47:00.687459
350,10,343,1,1,341/343/350/,,"ir.actions.act_window,497","{""en_US"": ""Operator Analysis""}",t,2024-04-18 07:47:00.687459,2024-04-18 07:47:00.687459
351,10,333,1,1,284/316/333/351/,,"ir.actions.act_window,411","{""en_US"": ""Payment Providers""}",t,2024-04-18 07:47:04.324243,2024-04-18 07:47:04.324243
352,15,333,1,1,284/316/333/352/,,"ir.actions.act_window,412","{""en_US"": ""Payment Methods""}",t,2024-04-18 07:47:04.324243,2024-04-18 07:47:04.324243
353,20,333,1,1,284/316/333/353/,,"ir.actions.act_window,415","{""en_US"": ""Payment Tokens""}",t,2024-04-18 07:47:04.324243,2024-04-18 07:47:04.324243
354,25,333,1,1,284/316/333/354/,,"ir.actions.act_window,413","{""en_US"": ""Payment Transactions""}",t,2024-04-18 07:47:04.324243,2024-04-18 07:47:04.324243
355,15,341,1,1,341/355/,,"ir.actions.act_window,226","{""en_US"": ""Visitors""}",t,2024-04-18 07:47:10.923,2024-04-18 07:47:10.923
356,30,,1,1,356/,"sale_management,static/description/icon.png",,"{""en_US"": ""Sales""}",t,2024-04-18 07:47:12.503609,2024-04-18 07:47:23.340948
357,10,356,1,1,356/357/,,,"{""en_US"": ""Orders""}",t,2024-04-18 07:47:12.503609,2024-04-18 07:47:23.340948
358,10,357,1,1,356/357/358/,,"ir.actions.act_window,519","{""en_US"": ""Quotations""}",t,2024-04-18 07:47:12.503609,2024-04-18 07:47:23.340948
359,20,357,1,1,356/357/359/,,"ir.actions.act_window,518","{""en_US"": ""Orders""}",t,2024-04-18 07:47:12.503609,2024-04-18 07:47:23.340948
360,30,357,1,1,356/357/360/,,"ir.actions.act_window,384","{""en_US"": ""Sales Teams""}",t,2024-04-18 07:47:12.503609,2024-04-18 07:47:23.340948
361,40,357,1,1,356/357/361/,,"ir.actions.act_window,482","{""en_US"": ""Customers""}",t,2024-04-18 07:47:12.503609,2024-04-18 07:47:23.340948
468,10,467,1,1,466/467/468/,,"ir.actions.act_window,621","{""en_US"": ""Exam Sessions""}",t,2024-04-18 07:58:48.811597,2024-04-18 07:58:48.811597
469,20,467,1,1,466/467/469/,,"ir.actions.act_window,625","{""en_US"": ""Exams""}",t,2024-04-18 07:58:48.811597,2024-04-18 07:58:48.811597
470,30,467,1,1,466/467/470/,,"ir.actions.act_window,619","{""en_US"": ""Exam Attendees""}",t,2024-04-18 07:58:48.811597,2024-04-18 07:58:48.811597
471,70,467,1,1,466/467/471/,,"ir.actions.act_window,630","{""en_US"": ""Result Templates""}",t,2024-04-18 07:58:48.811597,2024-04-18 07:58:48.811597
472,100,467,1,1,466/467/472/,,"ir.actions.act_window,627","{""en_US"": ""Marksheet Registers""}",t,2024-04-18 07:58:48.811597,2024-04-18 07:58:48.811597
473,110,467,1,1,466/467/473/,,"ir.actions.act_window,626","{""en_US"": ""Marksheet Lines""}",t,2024-04-18 07:58:48.811597,2024-04-18 07:58:48.811597
474,120,467,1,1,466/467/474/,,"ir.actions.act_window,629","{""en_US"": ""Result Lines""}",t,2024-04-18 07:58:48.811597,2024-04-18 07:58:48.811597
475,20,466,1,1,466/475/,,,"{""en_US"": ""General""}",t,2024-04-18 07:58:48.811597,2024-04-18 07:58:48.811597
476,30,475,1,1,466/475/476/,,"ir.actions.act_window,633","{""en_US"": ""Student Hall Tickets""}",t,2024-04-18 07:58:48.811597,2024-04-18 07:58:48.811597
477,30,466,1,1,466/477/,,,"{""en_US"": ""Configuration""}",t,2024-04-18 07:58:48.811597,2024-04-18 07:58:48.811597
478,10,477,1,1,466/477/478/,,"ir.actions.act_window,622","{""en_US"": ""Exam Types""}",t,2024-04-18 07:58:48.811597,2024-04-18 07:58:48.811597
479,20,477,1,1,466/477/479/,,"ir.actions.act_window,620","{""en_US"": ""Exam Rooms""}",t,2024-04-18 07:58:48.811597,2024-04-18 07:58:48.811597
480,40,477,1,1,466/477/480/,,"ir.actions.act_window,628","{""en_US"": ""Grade Configuration""}",t,2024-04-18 07:58:48.811597,2024-04-18 07:58:48.811597
481,45,,1,1,481/,"tarcin_parent,static/description/icon.png",,"{""en_US"": ""Parents""}",t,2024-04-18 10:42:36.031591,2024-04-18 10:42:36.031591
482,10,481,1,1,481/482/,,"ir.actions.act_window,634","{""en_US"": ""Parents""}",t,2024-04-18 10:42:36.031591,2024-04-18 10:42:36.031591
483,20,481,1,1,481/483/,,"ir.actions.act_window,635","{""en_US"": ""Relationships""}",t,2024-04-18 10:42:36.031591,2024-04-18 10:42:36.031591
111,110,,1,1,111/,"hr,static/description/icon.png",,"{""en_US"": ""Human Resources""}",t,2024-04-18 07:40:41.811291,2024-04-18 10:42:36.031591
484,38,,1,1,484/,"tarcin_library,static/description/icon.png",,"{""en_US"": ""Library""}",t,2024-04-18 10:42:39.074562,2024-04-18 10:42:39.074562
485,20,484,1,1,484/485/,,,"{""en_US"": ""All Media""}",t,2024-04-18 10:42:39.074562,2024-04-18 10:42:39.074562
486,10,485,1,1,484/485/486/,,"ir.actions.act_window,644","{""en_US"": ""Media""}",t,2024-04-18 10:42:39.074562,2024-04-18 10:42:39.074562
392,99,276,1,1,273/276/392/,,"ir.actions.act_window,537","{""en_US"": ""Website Menus""}",t,2024-04-18 07:47:17.105443,2024-04-18 07:47:17.105443
393,40,150,1,1,146/147/150/393/,,"ir.actions.act_window,538","{""en_US"": ""Events""}",t,2024-04-18 07:47:17.105443,2024-04-18 07:47:17.105443
487,20,485,1,1,484/485/487/,,"ir.actions.act_window,645","{""en_US"": ""Media Units""}",t,2024-04-18 10:42:39.074562,2024-04-18 10:42:39.074562
